_id,place_id,name,html_notes
706,246,family,Baby-changing and feeding facilities at the Needles Old Battery
707,246,accessibility,"Limited accessible parking is available at the Needles Old Battery by prior arrangement, telephone - 01983 754772 to arrange
Accessible WC available at the Needles Old Battery for visitors to that site only
There are seats at regular intervals on Tennyson Down, near the Needles Old Battery and on Headon Warren"
708,247,general,"<a href=""http://www.waverley.gov.uk/info/200089/street_cleaning_and_flytipping/535/public_toilets/5"">Public toilets</a> with disabled access, RADAR key access, and baby-changing facilities in Waitrose car park, normally open 08:00 - 18:00
Dogs are welcome but must be on leads at all times. Please observe signs when livestock are grazing
Several (non NT) tea-rooms in Haslemere high street 
Fires and barbecues are not permitted anywhere on site to help protect our countryside."
709,247,family,"A great spot for the whole family to walk and have a picnic
Family trails and events are posted on the noticeboard on the main public footpath
Great sledging slopes in the winter
Pushchair accessible in summer as the ground is clay, in winter it becomes water logged
Fires and barbecues are not permitted anywhere on site to help protect our countryside."
710,247,accessibility,Several kissing gates and the terrain is seasonably unsuitable for buggies or wheelchairs
711,248,general,"No public toilet at Cissbury; <a href=""www.adur-worthing.gov.uk/streets-and-travel/public-toilets/"">nearest public toilet<a/> (with disabled facilities) in Findon Valley, near Findon public library BN14 0DH
Tea shops in Findon village
Source local produce for a picnic in local delicatessen in the village
Dogs are welcome but must be on leads at all times. Please observe signs when livestock are grazing
Fires and barbecues are not permitted anywhere on site to protect our countryside."
712,248,family,"A great spot for the whole family to walk and have a picnic
Parents with pushchairs can access the top; it is not easy, but it is not impossible
You may need to lift pushchairs over the gates
Fires and barbecues are not permitted anywhere on site to protect our countryside."
713,248,accessibility,"From the car park it's a 20 minute uphill walk with kissing gates and stiles
There are steps at points along the ramparts to the top of the ring"
714,249,general,"The Garden Gate Café serves hot and cold drinks, light bites and cakes. Dine in or takeaway. Free entry.
Pay and display car park (NB there is another pay and display car park next door, not National Trust - follow the sign for Crook Hall Gardens and turn into the entrance next to the café). Open 8am - 9pm, locked after closing. Parking is free for National Trust members, please scan your membership card. £3 for up to 3 hours for all other visitors. Designated Blue Badge spaces.
Dogs on short leads are welcome, including in the café. Assistance dogs only in the medieval hall. Water bowls are provided. Please clean up after your dog and dispose of used bags in a litter bin.
An accessible toilet with baby changing area can be found in the café. There is another toilet (not accessible) close to the medieval hall, approximately 50 metres from the admissions area."
715,249,family,A baby changing unit is available in the café toilet. 
716,249,accessibility,"An accessible toilet can be found in the café.
There are designated Blue Badge spaces in the car park.
Parts of the gardens can be accessed in a wheelchair. There is level access from the car park; from there, access to the main garden area is via an incline.
Winding, narrow or uneven paths make some areas inaccessible to wheelchair users."
717,251,general,"Pay and display car parks located along the high street, none of which are National Trust 
Dogs welcome
Picnic areas along the gorge"
718,251,family,
719,251,accessibility,"Steep paths
Cliffs may be difficult to access for those with limited mobility
The new information point is wheelchair friendly"
720,250,general,"National Trust parking 1 mile from beach
Parking is free for members of the National Trust. Please note the pay and display machines accept coins only. You can pay online using PayByPhone. We recommend you download the app beforehand.
No overnight camping / campervans permitted in the car park
Public toilets on the slipway and adjacent to the Tŷ Coch.
Dogs welcome, restrictions apply"
721,250,family,
722,250,accessibility,"Steps from car park
Alternative access via road approx. 400 metres downhill"
723,253,general,"Car park with very limited space
No toilets at Port Quin. Nearest public toilets at Pentire (PL27 6QY)
Dogs welcome under control
No overnight parking or camping
Nearest National Trust café at Pentire"
724,253,family,Good rock-pooling during low tide but beware of being cut off by tides (no lifeguard service - nearest lifeguarded beach is Polzeath)
725,253,accessibility,"Well maintained coastal paths which may be uneven in places, and with kissing gates
Sections of footpath may be muddy at times"
726,252,general,"The house is open every day, 11.30am to 3.30pm from now until the 30 October. Upstairs will be closed this season while a conservation project takes place on the floor joists and plaster ceilings. If you'd like to know more, please feel free to speak to a member of the house team on your visit.
The Clocktower Café is open 10am-5pm every day, the Dragon kiosk is open weekends 11am-3pm and the shop is open 11am-5pm every day.
Dogs welcome across the estate and in the walled garden, shop and café but please keep them on a lead at all times.
Please bear in mind that mobile coverage is poor across the property. 
The play fort, adventure playground, play train and Little Acorns nature play space are open. 
The River walk, Farm walk and Wannie Line walk are open
Enjoy the wildlife hide in the west woods
Cycle hire is open Saturdays, Sundays and Mondays, 10am to 4.30pm (last hire 3.30pm).
The Dragon cycle trail (green and blue routes) are fully open.
The Heritage tree trail is currently unavailable.
Please note that the Greenleighton Moor walk remains closed due to storm damage. 
The Walled Garden is open 10am to 5pm. Please note the Conservatory is currently closed for structural surveys.
In England, wearing a face covering is a personal choice, although they are recommended in crowded and enclosed places."
727,252,family,"There are baby-changing facilities on site.
The play fort, adventure playground, play train and Little Acorns nature play space are all open.
The Dragon cycle trail (green and blue routes) are fully open
Cycle hire is open Saturdays, Sundays and Mondays, 10am to 4.30pm (last hire 3.30pm)."
728,252,accessibility,"Designated mobility parking in main car park and walled garden.
Accessible parking is available next to the Walled Garden 
Mobility scooter hire is available. If you would like to request use of one please contact wallington@nationaltrust.org.uk at least 48 hours ahead of your visit to check availability.
Adapted toilet in courtyard.
Partly accessible grounds as there are some steep slopes, loose gravel or uneven woodland paths and steps. Access map is available
Full access statement is below, but please note that some parts of this property may be closed on your visit."
729,255,general,"Toilet facilities behind Newton Square
Keep dogs under close control near livestock or on the beach"
730,255,family,
731,255,accessibility,"Off the A1 between Newcastle and Berwick upon Tweed
The Northumberland Coast Path runs through the estate
On the National Cycle Network route1"
732,254,general,"Hill Top house, garden and shop are open on selected days
Please go to 'What's On' to book tickets for entry to the house & garden. Tickets go on sale each Thursday morning . You can book two weeks in advance.
Dogs are welcome on leads in the garden. 
Small car park, not suitable for camper vans.
Face coverings are not compulsory but we recommend that you wear one in any area of your visit which is enclosed and crowded.
Joey's pop up cafe can be found in the orchard and is open 10am until 4pm
For group booking enquiries please contact hilltop.groups@nationaltrust.org.uk"
733,254,family,"Relive her famous stories in Beatrix Potter's garden, where many of them were set. 
Discover the places where Jemima Puddleduck and Tom Kitten and his sisters played.
Toilet with baby changing facilities available."
734,254,accessibility,"Some steps into and out of the garden and uneven surfaces.
Full access statement is below, but please note that some areas of this property may be closed on your visit."
735,256,general,"Welcoming reception area selling a selection of National Trust souvenirs
Free parking in the orchard
Admission by pre-booked timed ticket - please book online or by calling 0344 249 1895. Bookings can be made four weeks in advance"
736,256,family,"Family activity sheets
School visits available from September 2022 - please book in advance by emailing mrstrawshouse@nationaltrust.org.uk
Picnics welcome "
737,256,accessibility,"Braille guide, sensory experience, large print guide available
Several flights of steep stairs inside both houses
Steps to access back gardens and greenhouse. Alternative route on request"
738,257,general,"Parking is free to visitors either showing a valid National Trust membership card or paying for admission to the property.
We have very limited availability of mobility scooter hire. This must be pre booked which can be done so after booking your entry time by calling the Lyveden office.
Dogs on leads are welcome throughout the site. Assistance dogs only upstairs in the Common Room.
The café is open, with indoor seating. A limited range of drinks and light snacks will be on sale.
Toilet facilities are available.
Audio guides available from Visitor Reception.
This is an outdoor site, ground conditions can be uneven and muddym with limited hard-standing paths."
739,257,family,"Baby-changing facilities
Pushchairs and baby back-carriers admitted"
740,257,accessibility,"Accessible parking, 100 yards
Partly accessible grounds, grass and uneven paths, limited benches around the site.
Rural location with narrow lanes. The access track to Lyveden is shared with local farmers, please take care when using. 
Designated accessible parking available close to visitor reception.
We have very limited availability of mobility scooter hire. This must be pre booked which can be done so after booking your entry time by calling the Lyveden office.
Accessible toilet located at the manor.
Level and ramped access in and out of the manor tea-room."
741,258,general,"Nearest shops in Bude
No toilets at Northcott Mouth - nearest facilities at Bude
The car park at Northcott Mouth has a height restriction barrier of 2.1m. National Trust members park for free. Otherwise a donation is suggested. OS: SS204 084. Postcode: EX23 9ED
No overnight parking or camping
Dogs welcome under control on beach all year
Lovely coastal walks. Northcott Mouth is on the South West Coast Path"
742,258,family,"Limited facilities including no toilet available here
Lifeguard service during peak summer months only. 10 July until 5 September  - nearest beach with full seasonal cover Sandymouth or Bude beaches
Rock-pooling but beware of incoming tides
Be aware of cliff edges and supervise children on the coast paths"
743,258,accessibility,"Well maintained coastal paths which may be uneven in places, and with kissing gates
Sections of footpath may be muddy at times, especially in winter"
744,259,general,"Dogs are most welcome but we ask they are kept on a lead.
Free parking is available in the NT car park off of Station Road.
Vehicles cannot be parked overnight at this site.
There are no public toilets available on site.
Waymarked walking trails are marked on a map available at the car park.
Please note that cycling is not allowed at The Chase. Thanks for your understanding.
Please note we do not allow fires, BBQs, fishing or camping at The Chase."
745,259,family,"Waymarked walking trails are marked on a map available at the car park.
Events and guided walks are advertised on the noticeboard and here on the website."
746,259,accessibility,"All trails are waymarked along with guidance on terrain.
Kissing gates are in use at all points of entry to the Chase."
747,260,general,"The ground floor of the house, garden, orchard, woodlands, car parks, visitor reception, tea room and toilets are open. 
We ask everyone to follow Welsh Government Regulations and visit responsibly.
Dogs on short leads welcome in the lower woodland only. Assistance dogs only in ticketed areas. 
No overnight parking / campervans permitted in the car park"
748,260,family,
749,260,accessibility,"Full access statement below, but please note some parts of the property may be closed during your visit. "
750,261,general,"Café at Porth (concession) - for info see their web page https://thethirsteacompany.co.uk/
Toilets open when concession café is open
To help plan your visit check weather and tides before you start out
Dogs welcome; please remember your dog poo bags and clear up after them and always keep your dogs under control"
751,261,family,"Wide range of National Trust holiday cottages in beautiful locations throughout the Roseland, including Porth, Pendower, St Anthony Head and Veryan
Be aware of cliff edges and unstable cliffs-keep children supervised"
752,261,accessibility,"Well maintained, but naturally uneven coastal paths, with some steep sections, steps and stiles
Sections of paths may be muddy at times
The lanes to Porth are very narrow, often single track, and therefore not suitable for coaches"
753,262,general,"Limited free parking, 300 yards up the main drive
Toilet 10 yards from the garden entrance
Dogs on short leads are welcome
Picnics welcome, please observe social distancing guidelines"
754,262,family,"Pushchairs and baby back-carriers admitted
Family guide"
755,262,accessibility,"Drop-off point
Toilet located at Pavillion
Garden is mostly flat and level, with grass and hard gravel paths, and easily accessible from the car parking.
Open water canals in garden with no fencing, please take care."
756,263,general,"Access to the viaduct is by guided visit only and must be pre booked 
Please book your free ticket before visiting
Tickets are limited due to evacuation procedures
Our guided visits are mainly outdoors so prepare for the weather
We don't have our own car park so encourage visitors to arrive by public transport
Currently we don't have a food offer on site
Currently we welcome access dogs only"
757,263,family,Baby changing facilities on site
758,263,accessibility,"The viaduct is fully accessible 
Level, smooth central walkway leads to a visitor building
Hearing loops available
2 wheelchairs are available to borrow
Seating is located along the visitor route
Accessible toilets located at the entrance
2 public lifts are located close to the viaduct from ground floor level
Local pay & display and on street parking "
759,264,general,"Ashleworth Title Barn is open. Please follow social distancing measures
Open access property. There are no facilities"
760,264,family,
761,264,accessibility,"Full access statement is below, but please note that some parts of this property may be closed on your visit."
762,265,general,"Please go to 'What's on' to book your visit
 We would encourage our visitors to continue to wear masks when in our buildings and in crowded areas.
 Limited parking is available 100 yards further on in our car park. A height restriction barrier (198cm)  is in operation.
 The Abergavenny Arms (not NT) in Rodmell serves food and drink
 Picnics welcomed in the grounds
 A small outdoor privy acts as our visitor toilet
Dogs are now welcome into the garden on a short lead
We no longer have storage space for large bags. Large bags and backpacks cannot be worn inside the house and will need to be handheld.  "
763,265,family,
764,265,accessibility," Grounds - partly accessible, some steps and uneven paths throughout
 Three brick steps with no handrail to enter the house
 Assistance dogs only in the house
 Building - steps down into main house
 Two helpers are required to lift wheelchairs into the house. Rooms narrow
Height restriction barrier (6ft 6 or 198cm) in car park "
765,266,general,"Dogs are welcome; please keep on leads while birds are nesting (March to September). Dog waste bins are provided in the two main car parks
Water sports and swimming are not permitted at Frensham Little Pond to protect its wildlife habitats
Car parks - members: please scan your card for your free ticket. Non members please use Paybyphone; area code: 803458 (0330 060 4037)
For Frensham Great Pond, National Trust members park for free. Please scan your membership card at the machine next to the cafe to obtain a ticket. Please display the ticket on your dashboard.
Our food outlet has reopened and will be serving a limited range of takeaway hot and cold drinks and some light snacks. Go to Eating and shopping for more information.
In line with government guidance, you're required to wear a face covering in most enclosed spaces, unless exempt. Please bring one with you.
Government guidelines around coronavirus are regularly reviewed at short notice. Please bear with us while we work through these changes, and how it might affect your visit."
766,266,family,"Big, open spaces for family enjoyment - picnics and walking"
767,266,accessibility,"Accessible parking available. 
Many paths are smooth and fairly level
Benches on the commons"
768,267,general,"Parking charges apply for National Trust members
Eat, shop, stay: Large Kew gift shop and plant sales area Enjoy light lunch and refreshments in the Seeds Café, or family-friendly hot food and seasonal specialities in the Stables Kitchen and The Pantry.
Free entry to children (0-16). Adult day-entry (non-members) £14.95. Young person (17-25) day-entry £7.50
Things to see and do: Indoors: Millennium Seed Bank. Outdoors: Loder Valley Nature Reserve. Natural play spaces and activities for families
Workshops and events all year (prices vary).
Dogs are not permitted, except for assistance dogs.
Admission: Free entry to National Trust members (parking charges apply). 
Please note: National Trust members can enter Wakehurst’s gardens free of charge, on presentation of a valid membership card. This does not include reciprocal agreements made between the National Trust and other parties, and for members outside of the UK
For emergencies, please call 01444 894107"
769,267,family,"With more than 500 acres of gardens, woodlands and a nature reserve, there are plenty of things to do with children at Wakehurst. 
Free entry to the gardens for children 16 and under (please note that all members of your party require a pre-booked ticket).
Tree Trunk Trek: crawl, climb and get to know Wakehurst’s trees on this adventurous log trail in Coates Wood.
Natural play spaces: Natural play spaces are scattered across Wakehurst for kids to explore. Look out for woven willow structures to run through, a labyrinth, an acoustic chair and some talking totem poles
Woodlands of the world: On a family day out, walk beneath the sweet gum trees of North America or search for the Wollemi pine, a 'living fossil' that is as old as dinosaurs, in Coates Wood
Map: Arrival guide and map available on arrival which shows all toilets, baby changing facilities and suitable routes for buggies.
Access: Most buildings have level or ramped access. Around the Mansion and Visitor Centre there are gravel and hard surfaced paths. The remaining garden and woodland areas have steep slopes, steps or paths that may be uneven.
Please note: Wakehurst cares for some of the world's rarest plant species. To help preserve our gardens, some recreational activities are not permitted including ball games, bicycles and scooters. Climbing, picking or pruning our plants is also not allowed."
770,267,accessibility,"Designated mobility parking near visitor centre
Accessible toilets available
Accessible paths including ramped access to Mansion
Wheelchair and mobility scooters available (pre-booking required for mobility scooters)
Only registered disability assistance dogs are allowed in the gardens and must be on a lead.
Free entry for registered blind and partially-sighted visitors  and essential carers accompanying visitors with a disability
There are a limited number of parking spaces available next to the Visitor Centre for cars displaying a Blue Badge.
There are many gravel and hard surface paths around the gardens.
A large area of the ornamental planting, lawns and water features around the Mansion is level and accessible via a hard surface path from the Visitor Centre.
There is level or ramped access to the Visitor Centre. The remaining garden and woodland areas have steep slopes and steps. 
The Wakehurst Visitor Map, available at the Visitor Centre, shows the different types of path around the site.
There are accessible toilets by the temporary entrance to the gardens, the Walled Garden and Visitor Centre on exit.
There are a limited number of wheelchairs available to borrow. There is no need to book in advance, please ask when you arrive. Mobility scooters will be available to borrow from the Visitor Centre. Due to limited availability we please ask for you to call our Visitor Centre to book in advance on 01444 894067’"
771,269,general,"Please follow government guidelines on social distancing and travel
The National Trust car parks are open from dawn until dusk. Please follow social distancing measures
Dogs must be on leads
The Commons are grazed by cattle and horses. Please take care when walking and driving across the Common"
772,269,family,
773,269,accessibility,"Mobility parking - no designated spaces, but the Reservoir car park at Minchinhampton Common is on level ground. The adjoining land is accessible for wheelchairs and offers far-reaching views
Pathways - both commons consist of fairly flat grassland, with some naturally uneven gravel paths crossing them. They can become boggy in wet weather. Rodborough Common has steeper gradients and rougher terrain
Full access statement is below, but please note that some parts of this property may be closed on your visit"
774,268,general,"Dogs are welcome but must be on leads at all times
Local shop (open 7 days a week: 01730 825219), and <a href=""http://www.the-whitehart.co.uk/>The White Horse pub<a/> (01730 825124) in South Harting
No public toilets on site, the nearest public toilet is in South Harting,<a href=""http://www.chichester.gov.uk/publictoilets?contactid=16217""> adjacent White Hart pub</a>, open 24 hours
Fires and barbecues are not permitted anywhere on site to help protect our countryside."
775,268,family,"If you have a buggy, you can access Harting Down from the car park along the South Downs Way, which has a firm surface; but can become muddy in winter.
The short grass area beside the main car park is excellent for children to play and for picnics
Fires and barbecues are not permitted anywhere on site to help protect our countryside."
776,268,accessibility,"Steep gradients in places
Unsurfaced paths and uneven ground, may not be suitable for wheelchair use."
777,270,general,"Face coverings are recommended in enclosed, crowded areas.
There is a speed hump measuring 100mm in height in the carpark. The speed limit is 15mph.
Picnics: We allow picnics on site. Popular spots include the north lawn and benches dotted around the gardens. To reduce the charity’s running costs, we ask that you take rubbish home with you.
Dogs: So that everyone can enjoy their visit to The Vyne, we ask that you please keep your dog on the lead at all times and use the bins provided."
778,270,family,"Push-chair friendly paths in the gardens. All-terrain buggies can venture into the woodlands where the paths are more bumpy (and muddy in wet weather).
Family trails are available from the visitor welcome team.
We have a natural play area for toddlers just off the Lime Avenue.
Unfortunately ball games, Frisbees, bikes, scooters and drones are not allowed on the estate. This is to prevent further damage to the house and grounds.
Baby-changing facilities accessible for both men and women."
779,270,accessibility,"Parking: An ongoing reservoir project means that parking is limited to the overflow carpark only. Please let the team know if you need a Blue Badge parking space and we'll direct you to an appropriate space.
Indoor and outdoor wheelchairs are available to pre-book on 01256 883858.
The paths in the grounds are uneven at times and in the woodland paths are difficult to navigate due to tree roots. 
Accessible toilets are located at the tea-room which is 1200 metres from the carpark. Toilets are also located at the walled garden exit as you leave the property. 
Assistance dogs welcome.
Full access statement is below, but please note that some parts of this property may be closed on your visit."
780,271,general,"Pay For Entry 
No picnics allowed in the garden. At any time, Camellia House tearoom or Bateman's tearoom will be open for hot and cold food and drinks. Indoor and outdoor seating available. Plant centre and shop open.
The Geological Gallery is open but some indoor areas of the garden are closed
Toilets open by entrance 
Picnic area is adjacent to the car park, no picnics in the garden.
Assistance dogs only in the garden
Professional, wedding and event photography must be pre-booked"
781,271,family,"Pushchairs welcome although it is difficult to get through the narrow tunnels and in some parts of the garden the pushchairs will need to be lifted.
Woodland Play is open
Baby change facilities by the main tearoom
Children must be accompanied by an adult
Click on access section for access information"
782,271,accessibility,"Level access to the garden is restricted week beginning 15 November 2021.  Please contact ring 01782 375 521 for access assistance.
Access toilet adjacent to the visitor reception building by the car park
Induction loop
Narrow gravel paths, ledges,  over 400 steps, gradients and dark narrow tunnels throughout the garden. 
The garden is built on the side of the Biddulph valley and has many gradients.
Full copy of the access statement available from: biddulphgrange@nationaltrust.org.uk"
783,272,general,"There are no public toilets in the valley
Refreshments available in Ennerdale Bridge
Public telephone available at Low Gillerthwaite Field Studies Centre
Waymarked Trails
Picnic benches at Bowness Knott car park
There is parking at Bowness Knott and Bleach Green (free, not National Trust)"
784,272,family,
785,272,accessibility,"Access paths for those with limited mobility at Bleach Green
Please see the Wild Ennerdale website for further access information: www.wildennerdale.co.uk"
786,273,general,"Entry is by guided tour only - please book your tour with the team when you arrive
Groups welcome - please contact us before you visit on 01483 561389
Sorry no toilet on site. Nearest toilet in pub over the road, for patrons only. (Not NT)
Parking available in the village
Disabled parking only available at the Mill"
787,273,family,"Children's quiz sheet and I spy trail
Hands-on activities including 'mill your own flour'"
788,273,accessibility,"Braille guide
Sensory experience
Virtual tour"
789,275,general,"Two MT Push trikes are available and pre booking is recommended on 01444 405133
An accessible toilet, family toilets and Changing Places toilet can be found by the café and the Riding House tearoom. 
Wheelchairs are available and may be pre-booked on 01444 405133
Mobility buggy tours around the garden are available every day, twice a day at 11.15 and 13.15.  Pre booking is recommended on 01444 405133.
Assistance dogs welcome
Our car park opens at 9.00am and closes at 6pm
Access to the woodland is via the car park. 
Dogs will be welcome back in the garden in autumn 2022 (31st October 2022 until 12 February 2023)
Nymans operates a no smoking policy throughout the garden and buildings 
Face coverings are not compulsory but we recommend that you wear one in any area on your visit which is enclosed and crowded.
Dogs can die in hot cars - please don't leave your dog in the car. 
Free entry for accompanying carers"
790,275,family,"An accessible toilet, family toilets and Changing Places toilet can be found by the café and the Riding House tearoom. 
Picnics welcome in the garden
Many of our paths are gravel and are therefore unsuitable for scooters and bikes. 
Dogs will be welcome back in the garden in autumn 2022 (31st October 2022 until 12 February 2023)
Free entry for accompanying carers"
791,275,accessibility,"2 MT Push all Terrain wheelchairs are  available. Pre booking is advised on 01444 405133
Mobility parking in the main car park, 35 metres from Visitor Reception
The garden is mainly level and the majority of our pathways have a loose gravel surface.  There are some steps.   
The woodland and arboretum paths are uneven and seasonally muddy with a number of slopes, some steps and uneven paths.  There is also an unfenced lake.
Dogs will be welcome back in the garden in autumn 2022 (31st October 2022 until 12 February 2023)
Assistance dogs welcome 
Full access statement is below, but please note that some parts of this property may be closed on your visit.
Mobility buggy tours around the garden are available every day, twice a day at 11.15 and 13.15.  Pre booking is recommended on 01444 4051
Free entry for accompanying carers"
792,276,general,"150 miles of footpaths and bridleways to explore
Pay and display car parking at Horner (SS920469) and Bossington (SS920469)
Small free car parking available at Allerford, Selworthy (overflow only), Selworthy Beacon, Webber's Post, Bossington Hill and Dunkery Gate
Toilets at Horner and Bossington open daily 10am to 4pm.
The estate is a fantastic area for both road and offroad cycling
Dogs welcome under close control and all leads where asked
BBQ and picnic tables at Bossington car park and additional picnic areas at Horner car park and Selworthy Green
Piles Mill Study Centre is fully equipped for educational and corporate groups, events and exhibitions"
793,276,family,
794,276,accessibility,"There are designated accessible parking spaces at Horner Wood and Bossington
Accessible toilets at Bossington and Horner Wood
Rugged terrain, ranging from level paths to steep slopes and hills, with several gates and stiles around the estate
There accessible walking routes at Webber's Post and Bossington Hill"
795,274,general,"The Beatles' Childhood Homes are open by pre-booked tour only. Please book your visit in advance via the What's On section on the homepage.
Combined visit by minibus tour to Mendips, the childhood home of John Lennon, and 20 Forthlin Road, the childhood home of Sir Paul McCartney.
There is no direct access to either house - you must book on one of our tours to see the properties
Capacity is limited to 15 people per tour. Face coverings are recommended while on the bus and inside the houses, please bring one with you.
Tours last approx. 2 hours including transfer time.
Food and drink is available at Speke Hall's Home Farm restaurant. Refreshments can also be purchased at Liverpool South Parkway
Free parking available at Speke Hall. Limited parking available at Liverpool South Parkway, free parking available on nearby residential streets but please be considerate of local residents
Passengers are required to arrive 15 minutes in advance of the tour departure time and the bus cannot wait for late arrivals
For security reasons, bags and cameras are left in secure facilities at both houses and internal photography is not permitted
There are no storage facilities for suitcases on the bus or at either house"
796,274,family,"Pushchairs admitted
Please call +44 (0) 344 249 1895 to make a booking if your party contains a child under 5."
797,274,accessibility,"Adapted toilet at 20 Forthlin Road and Speke Hall
Braille and large print guide available
Access is via a fully accessible minibus
Mendips: two steps to entrance. Ground floor has steps. Stairs to other floors. 
20 Forthlin Road: steps to entrance. Only some of the ground floor is accessible due to narrow doors. Stairs with handrail to other floors.
The houses are not adapted for disabled access to the first floor rooms, but a photograph album is available
Please call +44 (0) 151 427 7231 and hold to speak to a member of staff to make a booking if you are a wheelchair user or have special access needs 
If you want to book tickets for children under 5 or carers, please call +44 (0) 344 249 1895"
798,277,general,"Please use postcode TA24 6NY and follow the brown signs onto the parkland driveway from the A39.
Free parking for National Trust members. £5.50 per vehicle per day for non-members, £11 for Motor Homes (dependent on spaces and weather conditions). Sorry, no caravans or trailers. Car park closes and is locked at 6pm.
Parking spaces are limited and weather dependant. In the winter months and during spells of poor weather, we may not be able to accommodate all vehicles. Please follow instructions given by staff and volunteers on arrival. 
Alternative parking available in Dunster Steep village car park (TA24 6AS). £2.20- up to 2 hours, £3.30- 4 hours, £5.50- all day.
Dogs welcome across the site on short leads except inside the castle. Please be aware of livestock grazing within the parkland and keep dogs under close control.
The use of UAVs (unmanned aerial vehicles) or drones as they are more commonly known, is not permitted on or over National Trust land as part of our byelaws without the necessary required qualifications and a licence."
799,277,family,"Baby-changing facilities available in all WCs.
Children must be supervised at all times.
No footballs, frisbees, bikes or scooters please."
800,277,accessibility,"Routes are steep and feature numerous steps, slopes and uneven surfaces. Reasonable levels of fitness and stout footwear are required.
There are designated Blue Badge parking in the main car park. Spaces are limited.
We have powered mobility vehicles (Trampers) available for hire. Please call the main office before your visit to book one for either a morning or afternoon slot. 01643 821314.
Our courtesy vehicle can help those with a genuine need. Please ask for availability on arrival.
Accessible toilets are located by the shop and ticket office, watermill tearoom, and castle.
Baby change facilities are available at the shop and ticket office, watermill tearoom, and castle 
Access statement available, please call 01643 821314."
801,279,general,"The gardens, restaurant or brew house, shop, play area and toilets are currently open. 
The hall and galleries are currently closed for a 2.3 million infrastructure project and due to re-open in summer 2023.
Brew house payment is card only
Dogs (on leads) welcome in the parkland and (on short non-extendable leads) in the garden, except the walled garden and wilderness play area.
Assistance dogs only in the restaurant and laundry.
Learn more about what you can do with your dog under ‘Things to see and do’."
802,279,family,"The play area is open.
Baby-changing facilities and toilets in the stable block area close to the entrance and exit, and laundry courtyard.
Under fives are welcome to bring balance bikes and scooters. "
803,279,accessibility,"A selection of wheelchairs and two mobility scooters available to borrow free of charge to help you explore the gardens. Please phone ahead of your visit if you would like to reserve one. 
Accessible parking bays in main car park, 50 yards from entrance.
Largely accessible grounds - flat, paved paths in stable block courtyard, grass, bark chippings and hard gravel paths throughout the grounds, some steps and cobbles in the laundry courtyard
Download the property map with hard standing routes marked
Full access statement is below, but please note that some parts of this property may be closed on your visit."
804,278,general,"What is open: Car park, dune trail system and dog area are open. Seasonal lifeguard service provided by RNLI.
Speed limit is 5mph. Please park only on the compacted sand.  
Dog area open from marker post 10. All dogs must be kept on leads at all times in all other areas.  
Please leave no trace and take all litter home with you.
For the safety of all visitors and the safety of our team, all cars must leave the beach by time indicated at entrance. After this time the beach will be closed for access. There is no towing service available."
805,278,family,"What is open: Car park, dune trail system and dog area are open. Seasonal lifeguard service provided by RNLI.
Speed limit is 5mph. Please park only on the compacted sand.  
Dog area open from marker post 10. All dogs must be kept on leads at all times in all other areas.  
Please leave no trace and take all litter home with you."
806,278,accessibility,"What is open: Car park, dune trail system and dog area are open. Seasonal lifeguard service provided by RNLI.
Inclusive beach, to book the equipment please follow https://www.maemurrayfoundation.org/projects/inclusive-beaches/
Please leave no trace and take all litter home with you.
Changing Places facility available. Please ask a member of our staff for access"
807,281,general,"Free Parking
Picnics welcome on the lawns
Single toilet, accessed by two steps
Unfenced pond in the garden
Chickens roam the garden
Self-service tea room (not National Trust)"
808,281,family,"Children's trail in the house 
Swings (adult supervision required)"
809,281,accessibility,"Drop-off point immediately outside house, with two steps up to the front door.
House: two steps to entrance. One route for ramped level access via side of house.
Ground floor accessible. Seats on ground floor in each room. No lift to landing.
Tea rooms accessible by path with small 5mm lip on doorway.
Step-free access to the garden through the back gate. The route is across some large gauge gravel and uneven ground in places.
Grounds: uneven and loose gravel paths, slopes, some steps, grass and undulating terrain.
Toilet, not adapted, accessed via two steps."
810,283,general,"Dogs are welcome, under control. Please clear up after your dog
Large grassy area for picnics. Cafés, shops and pubs in the village
No toilet facilities
Pay & Display parking in Heysham village (not National Trust)"
811,283,accessibility,"Public transport links from Lancaster and Carnforth
By road, exit M6 at Junction 34. Then take A683 to Heysham village"
812,282,general,"Face coverings are recommended in enclosed or crowded areas.
As the images in the paintings are still in copyright to Spencer's estate, we can't allow photography inside the chapel. A range of postcards and guidebooks including images of the paintings are available in our shop.
Our shop stocks a wide range of books about Stanley Spencer, his work and contemporaries, as well as books about the First World War and cards, ceramics, gifts and jewellery by local artists.
The paintings cover three walls of the chapel, right up to the ceiling. You might want to bring a pair of binoculars to help you see the detail in the higher paintings.
We don’t have a café, but you’re very welcome to bring a flask or a picnic - why not sit on one of our many benches or find a shady spot in our orchard?
We welcome dogs on leads in all parts of the orchard and garden. Only assistance dogs are allowed inside the exhibition and chapel. A bowl of water is available for thirsty four-legged visitors.
Our visitor toilet is fully accessible.
Parking is available for visitors in the car park directly opposite the chapel. The car park will be locked 15 minutes after closing (3.15pm). We’re unable to welcome caravans and coaches at the moment.
Accessible parking is available at the rear of the garden – please call us on 01635 278394 or email sandham@nationaltrust.org.uk in advance of your visit for more information.
For information about group and school visits, please call a member of the team on 01635 278394 or email sandham@nationaltrust.org.uk."
